5.4445936326e+00,5.6349854322e+00,5.6060846929e+00,5.5053559066e+00,
5.6467412158e+00,5.6517159766e+00,5.5319160958e+00,5.7228266654e+00,
5.7003433521e+00,5.5851909394e+00,5.7246847416e+00,5.7062321379e+00,
5.5320215468e+00,5.7058587634e+00,5.6675340943e+00,5.5453194208e+00,
5.6890983102e+00,5.6573413847e+00,5.5153621045e+00,5.6904616770e+00,
5.7211602648e+00,5.6161774980e+00,5.7821824900e+00,5.7352082621e+00,
5.5668890675e+00,5.6956704073e+00,5.6430576851e+00,5.5070114062e+00,
5.6428623197e+00,5.6264564424e+00,5.5067541684e+00,5.6397524839e+00,
5.8746258288e+00,5.8821753648e+00,5.8935931539e+00,5.8652980993e+00,
5.8880390742e+00,5.8829268518e+00,5.9009413558e+00,5.9076722524e+00,
5.8878065173e+00,5.9297397451e+00,5.9218108865e+00,5.9110789315e+00,
5.8887255668e+00,5.9212290712e+00,5.8967745119e+00,5.9008391749e+00,
5.8966662441e+00,5.8562414942e+00,5.8794260015e+00,5.8843371530e+00,
5.9245051689e+00,5.9724243861e+00,5.9988556175e+00,5.9803257716e+00,
5.9750399481e+00,5.9143924363e+00,5.9335130206e+00,5.9170023497e+00,
5.9044723865e+00,5.8809945251e+00,5.8956045267e+00,5.8799751476e+00,
6.0080588319e+00,6.0574361186e+00,6.0351440992e+00,6.0658483016e+00,
6.0700761568e+00,6.0675738988e+00,6.0997724000e+00,6.1165958329e+00,
6.1457001365e+00,6.1520097127e+00,6.1725747205e+00,6.1363143755e+00,
6.1177963139e+00,6.1739660616e+00,6.1419494408e+00,6.1697293612e+00,
6.1206047094e+00,6.0872540204e+00,6.0881611083e+00,6.0518735400e+00,
6.0727735854e+00,6.1151131352e+00,6.1681290381e+00,6.1383004676e+00,
6.1505147738e+00,6.0986838018e+00,6.0836421975e+00,6.0884216400e+00,
6.0721885092e+00,6.0074771140e+00,5.9893549064e+00,6.0084561167e+00,
5.7313010000e+00,5.7449536569e+00,5.7250801091e+00,5.7892249556e+00,
5.7922890774e+00,5.7612351420e+00,5.7791910010e+00,5.7803646423e+00,
5.7632774224e+00,5.8222253954e+00,5.8262343125e+00,5.8535911930e+00,
5.8270490209e+00,5.8445461595e+00,5.8039157033e+00,5.8566101703e+00,
5.8663515280e+00,5.7986740557e+00,5.7689878289e+00,5.7888542306e+00,
5.7452045987e+00,5.7651897185e+00,5.8177199454e+00,5.8206084093e+00,
5.8818955310e+00,5.8746766113e+00,5.7971165219e+00,5.8142132705e+00,
5.7995647616e+00,5.7285509374e+00,5.7310988425e+00,5.7244980992e+00,
5.8363491675e+00,5.8852182384e+00,5.8086728596e+00,5.8235614271e+00,
5.8596861765e+00,5.8021832867e+00,5.8145230098e+00,5.8581354477e+00,
5.8373908884e+00,5.8699560349e+00,5.9208633787e+00,5.8734151487e+00,
5.8666734313e+00,5.9093355010e+00,5.8546126566e+00,5.8821506285e+00,
5.9426707872e+00,5.8336610178e+00,5.8461749085e+00,5.8910013003e+00,
5.8189779447e+00,5.8539608953e+00,5.8918528785e+00,5.8839355349e+00,
5.9260029118e+00,5.9774652230e+00,5.9132904099e+00,5.9104780531e+00,
5.9506348676e+00,5.8821816272e+00,5.8625955977e+00,5.8752183582e+00,
5.4414282006e+00,5.4671068482e+00,5.3638522393e+00,5.4522349333e+00,
5.4520175292e+00,5.3529534532e+00,5.4590990643e+00,5.4750154882e+00,
5.4092781281e+00,5.4888877798e+00,5.5568028895e+00,5.4516656807e+00,
5.5497637282e+00,5.5943955973e+00,5.4840881960e+00,5.5767440507e+00,
5.6085628207e+00,5.4883317031e+00,5.5339414336e+00,5.5539540881e+00,
5.4773573134e+00,5.5296187196e+00,5.5488544056e+00,5.4458994079e+00,
5.5627499768e+00,5.6133685277e+00,5.5300963862e+00,5.5901032186e+00,
5.5642948636e+00,5.4304853666e+00,5.5068097565e+00,5.4685933931e+00,
5.0735110304e+00,5.2065497672e+00,5.0687183513e+00,5.1611584672e+00,
5.2664467468e+00,5.1244204304e+00,5.1900178816e+00,5.2958117450e+00,
5.1301047871e+00,5.1875856204e+00,5.3242134682e+00,5.1898237132e+00,
5.2500268115e+00,5.4059799519e+00,5.2543806449e+00,5.2756092088e+00,
5.3819200230e+00,5.2309907190e+00,5.2677424880e+00,5.3550626662e+00,
5.2186174108e+00,5.2564211715e+00,5.3024080883e+00,5.1206744575e+00,
5.2071682953e+00,5.3085853900e+00,5.2168480665e+00,5.2967656157e+00,
5.3706661765e+00,5.1585823094e+00,5.2020608145e+00,5.2843176671e+00,
5.9165243922e+00,6.0618099807e+00,5.8986625524e+00,5.9472653063e+00,
6.0491424873e+00,5.8779342736e+00,5.9107171073e+00,6.0523848612e+00,
5.8686121893e+00,5.9453946950e+00,6.0819830519e+00,5.9101994076e+00,
5.9871954086e+00,6.1630753603e+00,5.9323880464e+00,6.0082878463e+00,
6.1494667813e+00,5.9492740438e+00,5.9797288277e+00,6.1270908890e+00,
5.9488445639e+00,5.9770050360e+00,6.1056250212e+00,5.9113689800e+00,
5.9830419648e+00,6.1132548990e+00,5.9900182939e+00,6.0679426283e+00,
6.1880000878e+00,5.9651433170e+00,6.0270162173e+00,6.1787014633e+00,
5.6964166153e+00,5.8480601559e+00,5.7082204323e+00,5.7022032456e+00,
5.8616098759e+00,5.7824642502e+00,5.7149123880e+00,5.8794116121e+00,
5.7842811443e+00,5.7570568596e+00,5.9472684035e+00,5.8457716740e+00,
5.8100700794e+00,6.0027207191e+00,5.9046010762e+00,5.8569420989e+00,
6.0219056212e+00,5.8768431928e+00,5.8289085364e+00,6.0182876325e+00,
5.9541884647e+00,5.8355741435e+00,5.9893533503e+00,5.8623552509e+00,
5.7572250466e+00,5.9494949482e+00,5.8492827020e+00,5.8250550085e+00,
5.9924557796e+00,5.8732151041e+00,5.8349316061e+00,5.9679409524e+00,
5.8076062501e+00,5.8637666789e+00,5.6471861760e+00,5.8055845773e+00,
5.8853220832e+00,5.7242348694e+00,5.8444425741e+00,5.9204696637e+00,
5.6922888365e+00,5.8485125925e+00,5.9225519415e+00,5.7692894689e+00,
5.8896521785e+00,5.9740867875e+00,5.7642795556e+00,5.8976004520e+00,
5.9905178760e+00,5.7542085274e+00,5.8992600417e+00,5.9935030657e+00,
5.8251382311e+00,5.9159207856e+00,5.9631131860e+00,5.7490068008e+00,
5.8498702138e+00,5.8518613358e+00,5.6983896909e+00,5.8903740142e+00,
5.9783705516e+00,5.8273625251e+00,5.9800698950e+00,6.0110545154e+00,
5.3626824496e+00,5.3989768207e+00,5.1911100268e+00,5.2599982172e+00,
5.3237523550e+00,5.1685300265e+00,5.2321515278e+00,5.3310091737e+00,
5.1681881249e+00,5.2820982064e+00,5.3587822886e+00,5.1862367317e+00,
5.2964460463e+00,5.3921294934e+00,5.2193167808e+00,5.3390630659e+00,
5.4181032742e+00,5.2427003150e+00,5.3534674290e+00,5.4519815238e+00,
5.3369347234e+00,5.4213777419e+00,5.4570016969e+00,5.2938649293e+00,
5.3622511332e+00,5.3908974563e+00,5.1895521764e+00,5.3546599558e+00,
5.4731276638e+00,5.3276667721e+00,5.4718290277e+00,5.5283997760e+00,
5.8881760812e+00,5.9397456111e+00,5.7690839268e+00,5.8391720232e+00,
