1.1483737055e+01,1.1485132253e+01,1.1503958026e+01,1.1486080720e+01,
1.1461668914e+01,1.1408080328e+01,1.1368152669e+01,1.1408841619e+01,
1.1479083065e+01,1.1426566677e+01,1.1458686769e+01,1.1533420422e+01,
1.1556770544e+01,1.1465783086e+01,1.1444424550e+01,1.1525525566e+01,
1.1452453970e+01,1.1375354956e+01,1.1509785533e+01,1.1519132246e+01,
1.1487503083e+01,1.1524008724e+01,1.1531151879e+01,1.1488548393e+01,
1.1579238921e+01,1.1642250863e+01,1.1610329079e+01,1.1597684014e+01,
1.1563134802e+01,1.1450772075e+01,1.1463766901e+01,1.1573180123e+01,
1.1979109144e+01,1.1958889338e+01,1.2004732199e+01,1.1989997729e+01,
1.1982046615e+01,1.1943192476e+01,1.1867225627e+01,1.1900786122e+01,
1.2002997990e+01,1.1963884749e+01,1.1971662657e+01,1.2017898048e+01,
1.2078996391e+01,1.1972969282e+01,1.1909805122e+01,1.1982273096e+01,
1.1950438074e+01,1.1811691414e+01,1.1981032754e+01,1.1991303112e+01,
1.1970160833e+01,1.2005300092e+01,1.2017253173e+01,1.1956863162e+01,
1.2043495838e+01,1.2137007109e+01,1.2109953316e+01,1.2091975119e+01,
1.2030521336e+01,1.1948925537e+01,1.1954336251e+01,1.2037775564e+01,
1.1155120248e+01,1.1081955976e+01,1.1140288976e+01,1.1120268952e+01,
1.1128276862e+01,1.1055228781e+01,1.1024574941e+01,1.1004812133e+01,
1.1091571500e+01,1.1114219154e+01,1.1100506504e+01,1.1110246105e+01,
1.1167725694e+01,1.1151917240e+01,1.1098353381e+01,1.1069829324e+01,
1.1115766634e+01,1.1039325655e+01,1.1058605248e+01,1.1133887858e+01,
1.1147549687e+01,1.1150443634e+01,1.1171224037e+01,1.1138591895e+01,
1.1145480166e+01,1.1254197689e+01,1.1224969389e+01,1.1228083345e+01,
1.1196298030e+01,1.1185262595e+01,1.1133006156e+01,1.1170798313e+01,
1.1469980436e+01,1.1422287713e+01,1.1429834685e+01,1.1455467038e+01,
1.1424565519e+01,1.1428579085e+01,1.1361417570e+01,1.1326733703e+01,
1.1376752979e+01,1.1414933938e+01,1.1416618693e+01,1.1456807490e+01,
1.1491237602e+01,1.1527998430e+01,1.1447286544e+01,1.1385662556e+01,
1.1435904338e+01,1.1389437331e+01,1.1331641265e+01,1.1420993315e+01,
1.1466945503e+01,1.1478986072e+01,1.1483310561e+01,1.1506814360e+01,
1.1467296001e+01,1.1547453250e+01,1.1598762475e+01,1.1550572542e+01,
1.1551295617e+01,1.1501235132e+01,1.1476491813e+01,1.1422824575e+01,
1.1460641958e+01,1.1406158412e+01,1.1385584378e+01,1.1448637106e+01,
1.1394681862e+01,1.1398426034e+01,1.1354848925e+01,1.1301476282e+01,
1.1311047947e+01,1.1369449784e+01,1.1373438899e+01,1.1397232779e+01,
1.1440281691e+01,1.1512474692e+01,1.1444079122e+01,1.1344827853e+01,
1.1391653661e+01,1.1396898772e+01,1.1313480018e+01,1.1397128673e+01,
1.1453492972e+01,1.1452074449e+01,1.1438347354e+01,1.1508061613e+01,
1.1440873545e+01,1.1492920092e+01,1.1577753970e+01,1.1521371140e+01,
1.1552936347e+01,1.1477851055e+01,1.1441767336e+01,1.1417413463e+01,
1.1789751690e+01,1.1705780298e+01,1.1674603497e+01,1.1694238468e+01,
1.1689542715e+01,1.1649490096e+01,1.1644817549e+01,1.1602398274e+01,
1.1591073532e+01,1.1595853549e+01,1.1650383200e+01,1.1618111110e+01,
1.1633520617e+01,1.1687349682e+01,1.1710340506e+01,1.1645028930e+01,
1.1607258212e+01,1.1627386507e+01,1.1604224665e+01,1.1584843819e+01,
1.1708011176e+01,1.1701358605e+01,1.1690234754e+01,1.1728282439e+01,
1.1717826085e+01,1.1692476190e+01,1.1737456816e+01,1.1770527063e+01,
1.1780366497e+01,1.1783290617e+01,1.1755859077e+01,1.1667192143e+01,
1.2009124486e+01,1.1930070795e+01,1.1873704205e+01,1.1870851231e+01,
1.1969062933e+01,1.1886800113e+01,1.1902928230e+01,1.1833654624e+01,
1.1822466719e+01,1.1849409779e+01,1.1930839921e+01,1.1859007176e+01,
1.1851491473e+01,1.1902508345e+01,1.1981183856e+01,1.1907510793e+01,
1.1797350519e+01,1.1820636272e+01,1.1880693892e+01,1.1799151515e+01,
1.1915282023e+01,1.1935638028e+01,1.1880613939e+01,1.1875157024e+01,
1.1955113690e+01,1.1903210566e+01,1.1909696658e+01,1.2037731298e+01,
1.1997449769e+01,1.2033015870e+01,1.1970399100e+01,1.1911723676e+01,
1.2669432751e+01,1.2676450727e+01,1.2666053022e+01,1.2579253507e+01,
1.2640038136e+01,1.2609574713e+01,1.2589876747e+01,1.2568407714e+01,
1.2539027283e+01,1.2567121906e+01,1.2622557890e+01,1.2588775240e+01,
1.2589880836e+01,1.2576946844e+01,1.2676961125e+01,1.2697426571e+01,
1.2593420673e+01,1.2516107826e+01,1.2604627974e+01,1.2529719604e+01,
1.2567638154e+01,1.2618765560e+01,1.2637544599e+01,1.2619782707e+01,
1.2649913185e+01,1.2606102364e+01,1.2598823943e+01,1.2659452020e+01,
1.2762976638e+01,1.2783638674e+01,1.2721442054e+01,1.2630597891e+01,
